temperature,steps,humidity,heart_rate,sleep_count,stress
36.5,3465.0,82.2,71.0,6.1,1
36.6,11407.0,40.2,71.0,5.7,0
36.5,4529.0,51.1,75.0,9.4,1
36.3,7358.0,76.5,58.0,8.2,0
36.7,6402.0,31.8,74.0,8.7,1
36.8,14749.0,70.4,66.0,3.1,1
36.1,6475.0,79.0,72.0,8.3,1
37.3,2120.0,85.9,80.0,5.5,2
36.6,2258.0,82.6,58.0,2.2,1
36.6,9271.0,49.2,67.0,2.5,1
37.0,9391.0,65.2,69.0,7.4,1
36.7,6863.0,34.6,65.0,5.0,1
37.1,7046.0,45.5,79.0,8.9,1
36.7,1755.0,35.7,63.0,7.9,1
36.3,8232.0,48.9,64.0,2.2,1
36.8,8066.0,82.5,63.0,7.5,1
36.0,3094.0,50.8,81.0,3.5,1
36.7,2454.0,63.7,65.0,5.4,1
36.6,2730.0,56.0,75.0,7.0,1
36.5,2414.0,57.5,90.0,9.0,1
36.5,9536.0,88.2,69.0,5.6,1
35.7,3751.0,47.8,81.0,8.5,1
36.3,4520.0,67.6,87.0,8.3,1
36.6,3430.0,55.2,80.0,5.3,1
36.7,14410.0,33.7,70.0,6.0,1
36.1,12965.0,59.4,76.0,7.6,1
37.2,4227.0,78.8,57.0,2.2,1
36.2,5586.0,35.9,62.0,9.1,0
37.1,3938.0,34.2,64.0,8.2,1
36.8,7886.0,39.2,92.0,4.0,2
36.3,1275.0,75.9,62.0,9.8,1
37.5,10399.0,73.4,62.0,3.4,1
36.0,8324.0,63.9,60.0,9.3,0
37.1,13581.0,58.1,76.0,4.6,1
37.1,3301.0,83.3,71.0,8.1,1
36.3,12258.0,76.0,81.0,5.7,1
37.3,12087.0,78.7,77.0,7.9,1
36.5,2781.0,78.8,56.0,3.2,1
36.7,6580.0,68.6,62.0,4.2,1
36.7,3382.0,57.5,84.0,2.8,1
36.5,4566.0,81.9,68.0,8.9,1
37.0,4685.0,85.6,82.0,4.4,2
37.0,8787.0,31.4,69.0,7.6,1
35.7,6760.0,33.1,60.0,8.6,0
37.3,14268.0,87.5,67.0,9.2,1
35.8,2769.0,46.6,60.0,2.9,1
37.1,14632.0,82.4,64.0,9.1,1
37.2,4229.0,53.3,72.0,3.6,1
36.1,11820.0,37.1,75.0,7.9,0
36.4,5746.0,34.8,54.0,7.8,0
36.0,3003.0,39.4,70.0,2.1,1
36.5,13010.0,45.0,64.0,3.8,1
36.4,5324.0,59.3,64.0,5.9,1
37.0,10224.0,72.1,71.0,5.4,1
37.3,8930.0,89.2,64.0,9.3,1
37.3,7605.0,56.5,84.0,4.9,1
36.3,7941.0,61.1,82.0,9.5,1
36.5,11251.0,61.3,82.0,5.7,1
35.8,2229.0,62.4,65.0,9.7,0
36.2,10355.0,61.1,60.0,7.9,1
37.1,13541.0,30.5,71.0,8.6,1
37.4,1809.0,30.1,68.0,2.8,1
36.0,2969.0,35.9,64.0,6.7,1
36.3,11033.0,36.1,58.0,3.1,0
36.6,7122.0,72.3,70.0,4.4,1
36.7,6650.0,42.3,66.0,7.0,0
36.2,2918.0,83.7,77.0,7.8,1
36.8,8095.0,85.7,77.0,2.3,2
36.4,2772.0,88.6,81.0,6.2,2
36.6,7673.0,86.3,57.0,6.5,1
36.9,11691.0,46.3,74.0,2.6,1
36.6,4616.0,60.6,63.0,6.0,1
36.4,7731.0,40.5,58.0,7.7,0
36.5,14888.0,78.4,66.0,2.4,1
36.6,10613.0,83.3,81.0,8.1,1
36.4,12779.0,81.1,66.0,6.6,1
36.5,6808.0,56.0,86.0,8.7,1
37.4,11750.0,75.5,75.0,3.7,1
36.9,1567.0,35.9,66.0,8.7,1
36.5,2721.0,32.4,82.0,2.8,1
36.9,3843.0,75.2,74.0,5.2,1
36.4,6627.0,55.5,61.0,3.6,1
37.2,12840.0,89.7,89.0,9.0,1
36.8,5848.0,35.8,73.0,7.6,1
36.5,10165.0,81.3,70.0,2.2,1
36.8,10930.0,58.8,61.0,2.1,1
35.8,9207.0,79.6,82.0,4.3,1
36.0,6001.0,79.0,75.0,3.1,1
36.0,9079.0,85.0,76.0,7.0,1
36.7,5792.0,47.9,65.0,7.3,1
37.5,2174.0,87.0,78.0,9.5,2
37.7,14899.0,39.1,79.0,9.6,1
36.9,2781.0,34.9,63.0,7.3,1
36.9,2013.0,55.9,56.0,2.0,1
35.7,13299.0,79.7,76.0,4.9,1
36.3,5226.0,58.4,54.0,6.1,1
36.2,10104.0,79.8,72.0,6.0,1
36.3,5606.0,73.8,66.0,6.8,1
36.5,6480.0,42.6,82.0,9.7,1
36.4,4670.0,86.9,66.0,9.1,1
35.6,5803.0,33.6,81.0,2.9,1
37.0,6750.0,83.9,65.0,4.1,1
36.1,11086.0,48.3,80.0,8.7,1
36.7,8162.0,60.0,91.0,8.6,1
37.6,14210.0,55.3,59.0,4.2,1
36.1,1586.0,40.3,73.0,7.8,1
35.3,8043.0,51.5,97.0,7.4,1
36.5,9179.0,41.6,71.0,5.8,1
37.2,13883.0,42.2,71.0,3.6,1
37.6,1688.0,41.2,78.0,9.1,1
36.0,9029.0,59.3,70.0,7.4,1
36.8,12951.0,77.9,53.0,3.4,1
36.4,4387.0,64.1,81.0,7.6,1
36.5,13268.0,83.6,50.0,7.9,0
37.9,1267.0,68.2,66.0,9.1,1
35.8,11254.0,71.4,82.0,3.8,1
36.7,14064.0,70.1,66.0,9.9,1
36.8,10201.0,57.0,63.0,3.2,1
37.1,7146.0,71.4,79.0,6.8,1
36.6,1628.0,34.2,61.0,7.3,1
36.8,13882.0,81.6,58.0,5.4,0
36.4,7584.0,76.7,73.0,5.8,1
36.7,1406.0,44.7,68.0,9.1,1
36.4,10657.0,76.1,58.0,7.2,0
36.9,7746.0,30.8,76.0,6.0,1
36.4,2741.0,43.0,75.0,3.0,1
36.8,4000.0,33.9,66.0,2.1,1
36.6,1903.0,76.8,67.0,3.0,1
37.2,9040.0,75.4,75.0,9.6,1
36.6,9708.0,78.8,82.0,8.1,1
35.7,8080.0,30.3,67.0,9.7,0
37.2,12439.0,60.1,77.0,2.3,1
36.1,13054.0,72.3,76.0,7.4,1
36.3,9619.0,39.3,79.0,2.4,1
36.3,1179.0,69.0,70.0,8.3,1
37.3,10733.0,35.0,61.0,5.0,1
35.5,6852.0,40.9,65.0,2.8,1
38.2,8918.0,58.5,73.0,6.5,1
37.1,10087.0,69.2,88.0,4.2,1
36.7,5903.0,38.8,65.0,7.3,1
36.6,13839.0,41.1,78.0,7.3,1
36.7,2876.0,42.3,67.0,7.6,1
36.9,10401.0,44.3,71.0,9.9,1
36.9,1061.0,43.6,85.0,5.1,2
36.9,13945.0,53.7,78.0,5.7,1
36.6,2575.0,69.2,58.0,8.4,1
36.5,2328.0,56.3,64.0,6.6,1
36.5,5662.0,76.6,83.0,2.3,2
36.5,6230.0,73.2,71.0,8.7,1
37.2,4000.0,37.6,59.0,2.4,1
36.9,9192.0,32.9,62.0,3.4,1
35.1,7201.0,82.7,77.0,2.8,1
36.9,1478.0,34.8,80.0,2.6,1
36.7,5475.0,38.9,70.0,2.2,1
36.6,12346.0,31.3,95.0,2.4,1
36.4,10656.0,67.7,78.0,5.5,1
37.2,11148.0,64.9,68.0,4.0,1
37.1,10774.0,89.2,62.0,3.0,1
36.2,5354.0,83.2,60.0,7.3,1
36.8,2395.0,54.7,73.0,3.8,1
36.1,4815.0,52.3,65.0,2.2,1
35.9,12645.0,47.8,87.0,5.3,1
36.3,14727.0,39.1,85.0,4.5,1
37.0,7914.0,38.3,76.0,4.5,1
37.1,1136.0,37.9,58.0,5.6,1
36.9,2961.0,36.8,63.0,7.4,1
37.0,5509.0,44.4,83.0,6.9,1
36.9,9100.0,48.4,64.0,9.5,1
36.3,2051.0,87.7,81.0,6.1,1
36.8,14207.0,64.7,75.0,5.8,1
37.0,6111.0,89.3,71.0,3.7,1
37.0,13776.0,52.3,63.0,8.0,1
37.2,11927.0,57.5,69.0,3.1,1
37.0,11576.0,49.5,72.0,5.9,1
36.8,9494.0,41.0,80.0,5.4,1
37.1,9775.0,38.6,61.0,7.3,1
36.6,9932.0,86.7,67.0,9.3,1
36.2,9802.0,89.2,70.0,9.6,1
36.5,8752.0,32.7,77.0,3.3,1
36.2,14810.0,39.0,61.0,4.1,0
36.3,11252.0,55.4,57.0,8.5,0
36.5,11877.0,41.2,77.0,6.1,1
36.2,13214.0,51.8,55.0,5.6,0
36.4,4019.0,37.7,83.0,7.7,1
35.7,2173.0,57.4,68.0,6.8,0
36.7,7761.0,46.3,55.0,9.8,0
36.6,8197.0,51.1,65.0,6.7,1
36.2,12609.0,35.7,74.0,5.7,1
36.9,7213.0,55.7,65.0,6.3,1
37.1,8992.0,89.0,70.0,8.5,2
35.8,8379.0,49.7,77.0,6.9,1
36.2,1535.0,82.6,68.0,7.2,1
36.2,9613.0,80.6,61.0,9.8,0
36.1,12593.0,87.1,67.0,6.9,1
37.0,3205.0,77.4,84.0,5.0,2
36.5,9321.0,69.6,87.0,7.5,1
36.5,9311.0,81.4,50.0,7.3,1
35.6,3299.0,34.5,81.0,2.1,1
36.9,2728.0,57.8,73.0,5.7,1
36.0,14721.0,89.4,79.0,7.9,1
36.6,6512.0,76.2,64.0,6.0,1
36.7,4184.0,87.7,52.0,8.2,1
37.3,3399.0,76.8,76.0,5.6,2
35.9,10346.0,82.5,61.0,9.9,0
35.1,9532.0,72.4,56.0,4.3,0
36.7,10010.0,75.6,57.0,2.7,1
37.5,2232.0,61.4,76.0,5.4,2
37.2,13509.0,85.5,71.0,6.3,1
36.7,6450.0,79.5,78.0,4.8,1
36.4,5387.0,80.6,77.0,3.9,1
37.0,7473.0,70.4,66.0,7.4,1
36.1,6461.0,48.3,69.0,5.0,1
36.8,13090.0,32.1,65.0,7.1,0
36.9,14010.0,86.1,68.0,8.2,1
37.1,5248.0,65.2,60.0,8.1,1
38.0,13095.0,47.9,74.0,5.0,1
36.8,11941.0,38.9,81.0,6.5,1
36.3,14031.0,79.8,62.0,5.6,1
36.6,4441.0,80.2,83.0,9.0,2
35.7,9077.0,78.9,71.0,9.0,1
36.3,4844.0,68.7,72.0,4.7,1
36.4,12537.0,52.0,53.0,2.7,1
36.3,1075.0,48.2,52.0,3.3,1
36.7,8907.0,30.5,71.0,4.9,1
36.2,5749.0,80.0,78.0,6.5,1
37.2,5518.0,35.2,63.0,7.3,1
36.6,10029.0,67.8,87.0,4.7,1
36.6,12921.0,60.2,77.0,7.3,1
36.4,9529.0,61.6,61.0,9.5,1
36.7,12944.0,85.6,70.0,7.2,1
37.0,4704.0,31.9,95.0,3.3,2
36.2,8273.0,76.4,58.0,6.6,1
36.3,7308.0,33.1,75.0,6.3,0
36.4,1163.0,32.3,67.0,9.0,1
35.9,8795.0,55.8,77.0,4.8,1
36.2,10261.0,33.8,83.0,5.4,1
36.4,9287.0,77.3,66.0,6.8,1
37.0,11308.0,61.8,81.0,6.2,1
36.7,8999.0,31.7,92.0,7.8,1
36.7,1935.0,32.4,71.0,2.3,1
37.0,2630.0,66.8,78.0,6.5,1
36.5,9351.0,78.4,64.0,3.0,1
36.8,4850.0,56.3,70.0,4.5,1
36.5,2115.0,63.3,68.0,7.3,1
36.7,7014.0,78.0,78.0,3.3,1
36.3,8761.0,66.6,82.0,4.5,1
35.4,5602.0,43.5,69.0,7.6,0
36.5,11086.0,66.8,85.0,7.2,1
37.3,10013.0,67.7,85.0,2.7,2
37.1,5659.0,74.0,78.0,6.6,2
37.1,11568.0,67.3,65.0,3.2,1
37.2,10082.0,88.2,64.0,4.0,2
36.6,9924.0,41.8,62.0,5.7,0
36.7,8748.0,87.1,79.0,2.9,1
36.3,1159.0,62.3,58.0,9.9,0
36.4,10751.0,70.3,77.0,3.3,1
36.9,6265.0,36.0,59.0,8.3,1
37.2,14197.0,52.8,78.0,8.6,1
36.5,12452.0,76.2,70.0,10.0,1
36.4,9228.0,72.4,83.0,5.4,1
36.6,4531.0,32.4,81.0,9.0,1
36.9,3852.0,62.8,84.0,9.7,1
35.9,5765.0,35.3,85.0,3.4,1
35.5,7672.0,89.8,71.0,5.8,0
36.3,5145.0,83.8,58.0,2.5,1
36.0,8209.0,31.3,59.0,7.0,0
36.3,3315.0,81.5,49.0,6.7,0
36.5,14688.0,85.2,59.0,3.6,1
36.4,2511.0,51.2,71.0,8.4,1
37.3,14047.0,73.2,64.0,2.3,1
36.8,13790.0,56.5,68.0,8.4,0
36.8,8355.0,69.3,75.0,2.2,1
36.9,11149.0,50.4,67.0,7.3,1
36.0,7105.0,49.4,59.0,2.6,0
37.1,9820.0,55.5,69.0,4.0,1
36.6,5768.0,38.7,61.0,7.8,0
36.9,5216.0,79.9,67.0,4.2,1
36.1,9095.0,50.9,83.0,6.1,1
35.8,7974.0,54.0,67.0,9.3,0
37.0,9114.0,83.6,88.0,2.4,2
36.8,5013.0,59.8,84.0,8.5,1
36.1,6137.0,62.7,64.0,2.5,1
36.2,2175.0,87.4,59.0,3.0,1
37.2,1732.0,83.2,69.0,3.0,2
36.0,4548.0,40.2,82.0,10.0,1
37.4,2039.0,58.4,65.0,3.4,2
36.1,2453.0,88.3,79.0,9.2,1
36.9,12381.0,52.3,82.0,9.9,1
36.4,1544.0,52.3,62.0,5.1,1
36.9,10225.0,41.7,63.0,7.0,0
36.3,4816.0,36.9,77.0,8.2,1
36.5,13202.0,74.4,72.0,5.1,1
36.6,7790.0,76.2,63.0,3.3,1
36.1,5278.0,88.1,66.0,5.5,1
37.0,8247.0,76.4,69.0,8.2,1
36.3,6347.0,44.6,54.0,8.2,0
36.5,8900.0,32.4,78.0,3.8,1
36.1,2603.0,89.1,65.0,3.4,1
35.3,14958.0,50.4,42.0,9.4,0
36.5,6958.0,48.7,70.0,2.4,1
37.8,5875.0,84.4,63.0,7.9,1
37.0,10943.0,65.1,87.0,2.4,2
36.6,6095.0,42.9,64.0,8.7,1
36.5,12666.0,83.3,59.0,9.2,1
36.6,7360.0,89.6,75.0,4.4,1
36.9,11074.0,35.2,63.0,2.6,1
36.0,2504.0,81.7,62.0,5.8,1
37.2,12846.0,53.4,75.0,4.4,2
37.0,11300.0,61.4,60.0,5.3,1
37.0,3964.0,84.9,55.0,7.3,1
36.8,3034.0,88.4,87.0,3.7,2
36.6,5428.0,45.7,76.0,4.9,1
36.9,14665.0,42.8,67.0,8.3,1
36.9,4596.0,34.8,70.0,7.2,1
36.4,7386.0,63.7,75.0,4.6,1
36.3,1420.0,30.8,80.0,7.3,1
36.7,6561.0,54.7,62.0,8.1,1
37.4,8998.0,34.4,74.0,6.7,1
36.0,14344.0,54.3,65.0,3.9,1
35.9,8234.0,32.4,68.0,2.0,1
36.7,12468.0,80.1,72.0,8.4,1
36.6,8660.0,42.6,70.0,8.6,1
36.7,1571.0,49.7,77.0,7.6,2
36.7,5410.0,82.2,75.0,2.6,1
36.5,9058.0,74.8,55.0,6.7,1
37.3,14308.0,43.1,56.0,8.6,1
35.8,13028.0,34.3,66.0,5.1,0
36.2,4197.0,72.9,88.0,3.6,2
36.5,4082.0,53.4,61.0,6.7,1
35.8,3816.0,76.0,68.0,8.6,1
36.5,13915.0,56.7,65.0,2.4,1
37.4,12937.0,50.8,64.0,6.8,1
36.6,11848.0,57.1,72.0,7.1,1
36.7,6498.0,74.9,84.0,6.8,1
36.0,8061.0,84.1,75.0,7.2,1
36.3,7501.0,33.0,62.0,7.1,1
36.4,4548.0,61.4,98.0,3.0,2
36.4,8070.0,32.0,71.0,3.9,1
37.2,1427.0,58.1,64.0,7.0,1
36.9,2845.0,83.1,84.0,2.1,2
36.0,13412.0,51.7,65.0,7.1,1
36.7,11524.0,85.9,87.0,7.3,1
36.8,6920.0,67.8,61.0,3.9,1
37.2,8240.0,86.0,84.0,6.8,2
37.4,6180.0,75.4,72.0,6.3,1
36.1,11371.0,36.2,83.0,4.1,1
36.2,11979.0,43.9,89.0,5.7,1
36.0,11686.0,53.7,59.0,9.3,0
36.5,11117.0,40.2,83.0,5.4,1
36.8,3863.0,59.7,56.0,7.0,1
37.1,5732.0,58.3,60.0,2.3,1
36.6,7578.0,87.4,62.0,2.6,1
36.4,5631.0,56.0,75.0,2.7,1
36.7,11569.0,77.1,70.0,8.2,1
36.2,5611.0,86.5,68.0,4.8,1
37.6,2935.0,82.6,71.0,3.8,2
35.8,6587.0,42.5,76.0,8.0,0
36.7,14719.0,59.8,77.0,3.4,1
37.6,4162.0,50.9,81.0,4.0,2
36.6,9570.0,54.0,88.0,5.4,1
36.5,7062.0,51.6,70.0,4.7,1
36.4,1994.0,79.6,65.0,6.7,1
36.5,7830.0,57.1,76.0,4.7,1
37.3,10830.0,61.4,59.0,5.1,1
35.5,8185.0,88.9,63.0,8.9,0
37.4,13209.0,33.6,80.0,9.1,1
35.9,5045.0,59.3,69.0,8.6,1
36.5,2207.0,76.4,58.0,8.9,1
36.4,14112.0,39.1,55.0,6.6,0
36.9,6295.0,66.7,70.0,7.2,1
35.8,9070.0,44.4,81.0,6.5,1
36.8,12088.0,82.0,81.0,8.3,1
37.6,5540.0,49.6,71.0,6.4,1
35.9,11026.0,49.7,90.0,2.9,1
36.7,2896.0,65.9,69.0,8.5,1
36.3,5078.0,41.0,69.0,8.1,1
36.8,3026.0,47.1,44.0,8.6,0
36.6,12357.0,55.0,66.0,3.5,1
36.3,4117.0,51.2,79.0,4.2,1
36.8,11044.0,61.5,86.0,4.4,1
37.5,14206.0,66.0,62.0,6.1,1
36.5,8389.0,64.0,75.0,3.1,1
37.0,8560.0,69.3,80.0,5.1,1
36.0,7454.0,48.5,70.0,3.5,1
36.1,5562.0,37.6,47.0,4.1,0
36.8,7659.0,75.6,72.0,7.7,1
37.3,9439.0,81.0,78.0,8.8,2
36.8,14804.0,45.4,61.0,2.2,1
36.4,14129.0,54.4,67.0,6.5,1
36.6,13070.0,59.9,58.0,2.3,0
36.0,13448.0,62.0,44.0,2.7,0
36.9,7550.0,69.6,80.0,7.6,1
37.0,10204.0,32.5,70.0,7.9,1
36.4,13531.0,73.3,86.0,8.5,1
36.4,6501.0,33.7,79.0,5.8,1
36.7,14465.0,58.1,66.0,8.9,0
36.4,6821.0,79.7,69.0,3.3,1
36.6,9415.0,57.1,76.0,4.0,1
37.6,10937.0,38.9,80.0,3.1,2
36.5,14308.0,89.1,73.0,8.4,1
36.4,4425.0,83.4,81.0,3.8,1
36.3,11446.0,76.3,67.0,3.2,1
37.0,8291.0,54.7,60.0,7.0,1
36.5,4760.0,41.0,69.0,2.6,1
36.3,11872.0,86.5,72.0,2.4,1
37.3,8731.0,61.9,58.0,2.9,1
37.3,10254.0,81.1,57.0,2.0,1
36.3,5521.0,50.5,74.0,7.6,1
35.7,7738.0,50.1,66.0,6.5,0
37.1,9643.0,89.1,68.0,3.7,1
36.3,6669.0,61.3,66.0,3.9,1
37.0,3777.0,38.4,85.0,8.5,1
35.6,14463.0,43.2,83.0,6.0,1
37.0,8161.0,58.9,58.0,7.6,1
36.0,11275.0,32.5,65.0,5.6,1
37.0,6755.0,57.8,79.0,3.9,1
36.6,5972.0,55.1,76.0,9.8,1
36.1,6700.0,76.8,70.0,6.5,1
36.4,6729.0,51.3,59.0,3.0,1
36.9,8619.0,89.0,63.0,5.2,1
36.7,8609.0,40.8,65.0,4.6,1
36.9,7960.0,65.5,73.0,3.7,1
37.6,2887.0,35.4,87.0,9.5,2
35.8,7945.0,74.0,63.0,9.0,0
37.4,3367.0,89.7,60.0,3.6,1
36.7,2766.0,79.1,69.0,4.8,1
36.2,14057.0,63.3,80.0,8.1,1
35.9,9469.0,59.1,56.0,3.7,0
36.5,10233.0,80.1,85.0,6.7,2
37.1,6625.0,86.2,68.0,7.6,1
36.5,13726.0,89.4,63.0,7.2,1
37.4,9931.0,53.8,54.0,7.7,1
35.9,11768.0,89.5,77.0,7.7,1
36.6,6160.0,39.4,68.0,9.7,1
36.0,14440.0,45.2,72.0,4.8,1
36.8,12486.0,35.3,61.0,9.0,0
37.0,12955.0,46.3,67.0,2.2,1
36.4,3411.0,76.1,65.0,4.3,1
35.3,4793.0,81.2,69.0,2.4,0
36.7,4999.0,76.7,63.0,7.2,1
36.8,4793.0,67.9,55.0,2.8,1
36.8,12976.0,60.8,97.0,8.8,1
37.2,1446.0,72.5,56.0,7.2,1
36.1,2065.0,53.5,72.0,2.2,1
36.9,4835.0,80.5,52.0,7.7,0
37.2,3798.0,70.6,50.0,8.9,1
35.7,4246.0,71.9,71.0,7.3,1
36.8,12171.0,62.2,72.0,2.2,1
36.3,8884.0,83.1,83.0,8.9,2
36.6,1081.0,45.1,74.0,7.9,1
36.8,7011.0,52.9,69.0,5.0,1
36.4,6710.0,76.7,61.0,4.6,1
36.3,2595.0,59.6,85.0,5.8,1
36.6,10466.0,83.4,79.0,8.9,1
36.1,10829.0,50.8,58.0,4.0,0
36.1,11093.0,52.2,70.0,2.8,1
36.9,11199.0,83.3,71.0,8.9,1
36.0,1001.0,57.9,67.0,2.2,1
36.9,14355.0,61.0,78.0,9.3,1
36.8,12399.0,50.0,78.0,4.4,1
35.7,13656.0,46.6,68.0,6.1,0
36.3,1219.0,69.4,67.0,3.1,1
37.2,14074.0,37.2,85.0,9.2,1
36.1,12337.0,82.8,79.0,8.0,1
36.4,12721.0,76.8,71.0,9.4,1
36.8,2306.0,41.4,54.0,7.5,1
37.0,11343.0,71.6,73.0,3.5,1
36.5,14439.0,66.2,77.0,4.5,1
36.3,10500.0,41.1,42.0,5.9,0
37.3,8988.0,46.4,73.0,6.9,1
37.5,14239.0,54.5,66.0,9.4,1
37.1,7201.0,72.0,68.0,5.1,1
36.6,9390.0,68.3,61.0,7.6,1
36.2,7669.0,61.9,69.0,9.7,1
36.2,14060.0,76.1,84.0,3.2,1
36.9,2065.0,75.5,66.0,8.9,1
36.8,8016.0,67.1,80.0,5.4,2
37.3,10617.0,77.2,62.0,7.9,1
36.9,12087.0,50.1,78.0,4.3,1
35.8,9162.0,82.9,70.0,4.7,1
37.1,13725.0,66.9,74.0,2.2,1
36.1,14188.0,79.3,70.0,9.8,1
36.4,1900.0,62.8,76.0,8.5,1
36.7,6633.0,43.1,44.0,2.8,0
37.6,1328.0,62.5,56.0,10.0,1
38.2,5612.0,52.3,74.0,6.8,2
36.9,8516.0,71.8,50.0,8.8,1
36.5,13751.0,58.5,65.0,2.5,1
36.9,12852.0,80.2,69.0,5.1,1
37.0,2785.0,70.7,62.0,7.4,1
36.4,2302.0,71.1,63.0,2.9,1
37.5,9250.0,43.0,73.0,5.9,1
36.7,8450.0,89.1,80.0,5.5,2
36.8,4729.0,80.5,60.0,3.7,1
36.9,13592.0,77.3,64.0,4.4,1
36.8,13983.0,49.8,63.0,9.7,1
37.0,6637.0,62.1,46.0,4.3,1
36.3,13464.0,38.2,71.0,3.7,1
36.3,6375.0,62.3,79.0,6.3,1
36.0,11315.0,38.8,80.0,7.4,1
36.8,7663.0,63.2,61.0,7.8,1
37.0,2716.0,68.9,57.0,8.0,1
36.8,13991.0,53.4,70.0,2.3,1
37.4,7357.0,59.9,78.0,5.2,1
36.6,11283.0,82.5,72.0,8.2,1
36.9,6140.0,36.5,73.0,9.2,1
36.1,1264.0,77.5,81.0,6.8,1
36.4,2407.0,40.2,63.0,2.4,1
36.9,7947.0,32.2,68.0,5.2,1
37.0,10660.0,41.1,86.0,2.6,1
36.5,5686.0,75.9,68.0,8.0,1
36.6,10737.0,54.3,57.0,2.5,1
35.8,10781.0,82.4,63.0,3.5,1
36.4,10855.0,61.5,61.0,5.3,1
37.0,7895.0,31.3,74.0,5.7,1
36.9,13808.0,73.0,61.0,5.3,1
36.9,7849.0,36.6,73.0,5.7,1
36.6,7304.0,77.4,63.0,7.7,1
36.6,3791.0,40.1,49.0,5.0,0
36.3,5307.0,50.7,73.0,6.4,1
36.9,1593.0,75.7,71.0,4.4,1
36.8,9869.0,87.3,75.0,4.8,1
36.8,4480.0,52.3,63.0,6.9,1
36.3,5258.0,79.8,62.0,5.9,1
35.5,11791.0,41.4,74.0,7.8,0
37.1,5581.0,78.4,85.0,6.5,2
36.4,4391.0,69.4,70.0,8.4,1
36.2,3367.0,41.6,74.0,5.5,1
36.9,11848.0,48.2,67.0,5.9,1
36.4,2816.0,37.9,55.0,7.4,1
37.1,7353.0,53.0,80.0,3.8,1
36.9,8097.0,42.2,79.0,5.1,1
36.9,10623.0,68.6,77.0,7.0,1
35.9,9866.0,89.7,68.0,2.2,1
37.2,12350.0,30.7,76.0,5.5,1
36.7,1627.0,62.5,79.0,6.8,1
36.4,5150.0,64.4,86.0,9.7,1
36.7,4922.0,84.9,80.0,9.0,1
35.7,3044.0,60.4,71.0,4.2,1
36.8,5048.0,62.6,57.0,6.1,1
36.1,5337.0,58.3,72.0,2.5,1
35.9,8306.0,46.1,73.0,3.9,1
35.8,10292.0,33.4,77.0,8.2,1
37.2,6335.0,54.5,84.0,3.0,2
36.3,11073.0,33.2,69.0,4.1,1
37.4,5706.0,63.0,91.0,9.6,2
36.3,5064.0,48.4,52.0,8.6,0
35.7,8577.0,62.0,74.0,8.3,0
36.0,1332.0,38.1,62.0,8.9,0
37.2,2117.0,86.0,51.0,8.0,1
36.5,6852.0,83.7,68.0,3.0,1
36.3,14201.0,41.4,55.0,6.1,0
36.7,11101.0,50.6,68.0,5.6,1
36.9,2234.0,66.8,70.0,4.5,1
37.2,12848.0,35.7,81.0,8.7,1
37.3,11252.0,51.3,55.0,5.7,1
36.4,9553.0,45.1,79.0,2.5,1
35.9,12484.0,84.9,71.0,4.2,1
36.4,6658.0,81.2,80.0,3.8,1
36.7,4101.0,64.8,66.0,9.1,1
36.1,8168.0,61.2,57.0,7.2,0
36.1,8684.0,85.8,58.0,6.5,1
36.8,8537.0,85.9,57.0,6.1,1
36.6,8911.0,88.2,75.0,7.2,1
36.6,14282.0,37.5,85.0,8.0,1
36.2,13631.0,39.6,64.0,6.4,0
36.5,13260.0,70.6,76.0,9.5,1
36.1,12220.0,62.5,55.0,9.8,0
37.0,14208.0,31.1,72.0,10.0,0
37.1,2379.0,33.7,77.0,7.4,1
35.7,4712.0,83.3,56.0,9.5,0
36.1,7931.0,82.1,68.0,5.2,1
35.9,12851.0,51.4,77.0,8.9,1
36.3,8072.0,83.5,41.0,9.3,0
36.6,11472.0,65.6,83.0,9.2,1
35.9,2945.0,78.4,74.0,8.6,1
36.1,4534.0,55.6,77.0,5.3,1
36.1,11245.0,36.8,66.0,3.3,0
36.7,3306.0,56.0,53.0,4.7,1
36.6,5919.0,57.4,75.0,8.1,1
36.2,4708.0,63.1,69.0,3.9,1
36.7,5898.0,36.3,70.0,5.8,1
36.3,10917.0,89.5,81.0,6.5,1
36.5,6150.0,44.6,78.0,6.8,1
37.4,8774.0,41.9,89.0,9.5,1
37.3,2399.0,61.6,72.0,7.3,1
36.0,12270.0,62.2,63.0,8.3,0
37.0,6178.0,56.4,68.0,6.7,1
37.0,10079.0,76.3,74.0,8.7,1
36.0,11155.0,61.0,80.0,4.1,1
37.0,3935.0,66.6,55.0,3.7,1
37.4,13385.0,73.4,70.0,9.4,1
36.0,9627.0,31.5,86.0,7.5,1
36.1,7002.0,64.2,68.0,7.4,1
37.1,3553.0,83.1,79.0,5.7,2
36.7,14192.0,31.0,75.0,5.0,1
36.9,11571.0,54.3,80.0,6.4,1
36.8,3912.0,85.6,62.0,3.0,1
36.8,5728.0,51.2,62.0,5.6,1
35.9,12335.0,57.5,70.0,5.6,0
37.1,10739.0,88.9,55.0,6.3,1
37.2,11721.0,42.0,67.0,7.1,1
36.5,7177.0,33.9,73.0,9.7,1
36.6,11031.0,81.6,88.0,7.2,1
35.8,6411.0,82.1,74.0,9.1,1
36.9,3958.0,58.3,76.0,6.5,1
36.9,9857.0,60.9,82.0,7.0,1
